,job,marital,education,default,housing,loan,campaign,previous,previous_outcome
19555,4,0,3.0,0,1,0,2.0,0.0,3
40233,4,0,2.0,0,0,0,7.0,2.0,0
12786,7,2,2.0,0,0,1,1.0,0.0,3
31369,3,1,3.0,0,1,0,1.0,0.0,3
6085,9,0,2.0,0,1,0,7.0,0.0,3
15430,3,2,2.0,0,0,0,4.0,0.0,3
27276,4,1,3.0,0,1,1,1.0,4.0,0
22740,9,1,2.0,0,1,0,3.0,0.0,3
21577,4,0,3.0,0,0,0,7.0,0.0,3
19593,1,0,2.0,0,0,0,7.0,0.0,3
37083,1,0,2.0,0,0,0,1.0,0.0,3
17708,1,1,2.0,0,0,1,4.0,0.0,3
11103,1,0,2.0,0,0,0,1.0,0.0,3
33329,4,0,3.0,0,1,0,2.0,8.0,0
31335,4,1,3.0,0,0,0,1.0,0.0,3
27915,4,0,2.0,0,1,0,2.0,3.0,0
38796,0,1,2.0,0,1,0,6.0,1.0,2
34457,3,1,2.0,0,1,0,1.0,0.0,3
8718,4,2,2.0,0,1,0,1.0,0.0,3
34285,4,0,3.0,0,0,0,5.0,0.0,3
41133,4,0,3.0,0,0,0,1.0,1.0,0
14987,7,1,1.0,0,1,0,11.0,0.0,3
35903,10,1,2.0,0,1,0,2.0,1.0,0
42194,4,0,3.0,0,0,0,2.0,2.0,1
39194,9,0,3.0,0,1,0,2.0,0.0,3
7119,1,0,2.0,0,1,0,1.0,0.0,3
21827,9,1,2.0,0,0,0,2.0,0.0,3
25408,1,0,1.0,0,1,1,1.0,1.0,0
27793,4,1,3.0,0,0,0,1.0,0.0,3
35326,1,0,2.0,1,1,1,1.0,0.0,3
5778,4,0,3.0,0,1,0,4.0,0.0,3
201,6,0,3.0,0,1,0,1.0,0.0,3
23165,9,0,2.0,0,0,0,14.0,0.0,3
7912,4,1,3.0,0,1,0,2.0,0.0,3
6674,7,1,2.0,0,1,0,1.0,0.0,3
6927,1,1,2.0,0,1,0,3.0,0.0,3
42905,4,1,3.0,0,0,0,1.0,1.0,0
225,1,0,1.0,0,1,0,2.0,0.0,3
6602,0,2,2.0,0,0,0,1.0,0.0,3
34361,8,1,2.0,0,0,0,8.0,0.0,3
17812,3,0,1.0,0,1,1,4.0,0.0,3
19907,1,0,1.0,0,0,0,2.0,0.0,3
39605,8,1,3.0,0,0,0,1.0,0.0,3
29240,10,0,1.0,0,1,0,2.0,0.0,3
21111,1,0,1.0,0,0,0,2.0,0.0,3
4411,10,0,2.0,0,1,0,1.0,0.0,3
15416,0,0,2.0,0,1,0,2.0,0.0,3
19783,7,0,3.0,0,0,0,2.0,0.0,3
40916,4,1,3.0,0,0,0,1.0,3.0,1
2882,0,0,2.0,0,1,0,1.0,0.0,3
17606,0,2,2.0,0,1,0,2.0,0.0,3
4803,0,0,2.0,0,1,0,2.0,0.0,3
32745,1,0,1.0,0,1,0,1.0,0.0,3
20815,1,0,2.0,0,0,0,2.0,0.0,3
13846,7,1,2.0,0,0,0,1.0,0.0,3
5736,0,2,3.0,0,1,0,1.0,0.0,3
10498,7,0,3.0,0,0,0,3.0,0.0,3
16208,1,0,2.0,0,1,0,1.0,0.0,3
6162,2,1,1.0,0,1,1,1.0,0.0,3
21196,7,0,2.0,0,1,0,3.0,0.0,3
44440,0,1,2.0,0,0,0,3.0,10.0,0
6701,4,0,3.0,0,1,0,2.0,0.0,3
6803,9,0,2.0,0,1,0,2.0,0.0,3
36451,4,0,3.0,0,1,0,4.0,0.0,3
31556,4,0,3.0,0,1,0,1.0,3.0,0
8736,0,2,2.0,0,0,0,4.0,0.0,3
31395,5,2,1.0,0,0,0,1.0,0.0,3
17698,6,0,3.0,0,0,0,4.0,0.0,3
23803,4,1,3.0,0,0,0,24.0,0.0,3
29621,4,0,3.0,0,0,0,2.0,0.0,3
10462,9,0,2.0,0,1,1,2.0,0.0,3
33585,4,0,3.0,0,1,0,3.0,3.0,0
11972,0,0,2.0,0,0,0,5.0,0.0,3
19305,4,0,3.0,0,1,0,2.0,0.0,3
41839,4,0,3.0,0,0,0,2.0,0.0,3
10506,7,0,2.0,0,1,0,5.0,0.0,3
9943,4,0,1.0,0,0,0,2.0,0.0,3
23725,1,0,1.0,0,0,0,25.0,0.0,3
6638,9,1,2.0,0,0,0,1.0,0.0,3
2037,1,0,1.0,0,1,0,4.0,0.0,3
4094,1,1,1.0,0,1,0,6.0,0.0,3
32012,0,2,2.0,0,1,0,1.0,0.0,3
6768,9,1,2.0,0,1,0,1.0,0.0,3
34424,4,1,3.0,0,0,0,6.0,1.0,0
7141,1,0,1.0,0,1,0,1.0,0.0,3
41726,5,0,1.0,0,0,0,1.0,0.0,3
11727,10,0,3.0,0,0,0,1.0,0.0,3
43659,4,0,2.0,0,0,0,1.0,0.0,3
28235,4,1,3.0,0,0,0,1.0,0.0,3
39192,4,1,3.0,0,1,0,2.0,6.0,0
29084,2,0,1.0,0,0,0,1.0,0.0,3
27673,9,0,2.0,0,0,0,3.0,0.0,3
28497,4,0,3.0,0,0,0,2.0,7.0,0
37111,6,0,2.0,0,1,0,1.0,1.0,0
29617,0,0,2.0,0,1,1,3.0,1.0,0
28394,7,1,2.0,0,0,1,1.0,0.0,3
21843,6,0,2.0,0,1,0,2.0,0.0,3
48,9,2,2.0,0,0,0,1.0,0.0,3
23810,9,2,2.0,0,1,1,3.0,0.0,3
9426,4,0,3.0,0,0,0,1.0,0.0,3
40685,5,0,2.0,0,0,0,1.0,0.0,3
17504,6,0,3.0,0,1,0,4.0,0.0,3
31090,1,1,2.0,0,0,0,2.0,0.0,3
14800,1,0,1.0,0,1,0,1.0,0.0,3
34373,4,1,3.0,0,0,0,4.0,7.0,1
45002,4,1,3.0,0,0,0,1.0,10.0,1
3357,1,0,1.0,0,1,0,3.0,0.0,3
17710,7,1,2.0,0,1,0,18.0,0.0,3
16717,9,2,2.0,0,0,1,1.0,0.0,3
36717,0,0,2.0,0,1,0,1.0,0.0,3
23025,4,1,3.0,0,1,0,16.0,0.0,3
42931,0,1,3.0,0,1,0,2.0,8.0,0
13131,4,1,3.0,0,0,1,1.0,0.0,3
30811,10,1,2.0,0,1,0,2.0,0.0,3
21278,1,0,2.0,0,0,0,4.0,0.0,3
4957,1,1,2.0,0,1,0,2.0,0.0,3
38847,4,1,3.0,0,1,0,1.0,6.0,0
8783,1,1,2.0,0,1,0,1.0,0.0,3
38087,4,0,3.0,0,0,0,4.0,5.0,0
24366,9,2,2.0,0,1,0,1.0,4.0,0
10005,5,2,1.0,0,0,1,2.0,0.0,3
27447,1,0,2.0,0,1,0,6.0,3.0,0
32595,8,1,2.0,0,1,0,1.0,0.0,3
7378,1,0,1.0,0,1,0,2.0,0.0,3
31213,4,0,3.0,0,0,0,1.0,0.0,3
1519,1,0,2.0,0,1,0,2.0,0.0,3
18686,0,0,2.0,0,1,1,30.0,0.0,3
33871,0,1,2.0,0,0,0,1.0,0.0,3
7904,9,1,2.0,0,1,0,7.0,0.0,3
20791,0,0,2.0,0,0,0,2.0,0.0,3
8092,1,0,1.0,0,1,0,2.0,0.0,3
34460,6,0,1.0,0,0,0,1.0,0.0,3
36294,3,0,2.0,0,1,0,1.0,0.0,3
26302,4,0,3.0,0,1,0,6.0,0.0,3
7222,7,1,3.0,0,1,1,1.0,0.0,3
24880,4,1,3.0,0,0,0,5.0,0.0,3
12628,5,2,1.0,0,0,1,1.0,0.0,3
7193,4,0,3.0,0,1,1,1.0,0.0,3
24812,2,0,2.0,0,1,0,1.0,0.0,3
16085,3,0,2.0,0,1,0,1.0,0.0,3
39246,0,1,2.0,0,1,1,12.0,0.0,3
1406,0,2,3.0,0,1,0,2.0,0.0,3
42457,9,0,2.0,0,0,0,1.0,0.0,3
2300,9,0,3.0,0,1,0,3.0,0.0,3
32768,1,0,2.0,0,1,0,1.0,7.0,0
13811,1,0,1.0,0,0,1,1.0,0.0,3
834,9,1,2.0,0,1,0,1.0,0.0,3
34736,4,0,3.0,0,1,0,1.0,0.0,3
43035,9,0,2.0,0,1,0,6.0,3.0,1
7851,4,1,3.0,0,1,0,2.0,0.0,3
36825,1,0,2.0,0,1,0,4.0,0.0,3
27280,10,0,1.0,0,0,0,2.0,0.0,3
18373,6,0,2.0,0,1,0,2.0,0.0,3
23419,0,0,2.0,0,0,0,3.0,0.0,3
14590,1,0,2.0,0,1,0,4.0,0.0,3
8742,9,0,3.0,0,1,0,2.0,0.0,3
76,1,0,2.0,0,0,1,1.0,0.0,3
12932,1,0,1.0,0,0,0,3.0,0.0,3
43887,4,0,3.0,0,0,1,1.0,2.0,0
7596,10,0,2.0,0,1,0,1.0,0.0,3
23253,4,1,3.0,0,0,0,2.0,0.0,3
27437,4,0,3.0,0,1,0,2.0,0.0,3
22452,4,1,3.0,0,0,0,2.0,0.0,3
34905,0,0,2.0,0,1,0,1.0,0.0,3
43457,3,0,2.0,0,0,0,2.0,4.0,0
17536,5,2,3.0,0,1,0,2.0,0.0,3
24649,4,0,2.0,0,0,0,2.0,11.0,0
11724,10,0,3.0,0,1,0,1.0,0.0,3
16646,7,0,2.0,0,0,0,1.0,0.0,3
38993,0,1,2.0,0,1,0,1.0,0.0,3
17954,6,0,3.0,0,1,0,24.0,0.0,3
18556,4,0,3.0,0,0,0,4.0,0.0,3
22519,9,0,2.0,0,0,0,2.0,0.0,3
39972,9,0,3.0,0,0,0,1.0,0.0,3
32662,1,0,2.0,0,1,1,2.0,0.0,3
29597,10,1,3.0,0,0,0,2.0,0.0,3
19231,4,1,3.0,0,0,0,2.0,0.0,3
26008,9,0,3.0,0,1,0,4.0,0.0,3
43529,5,0,2.0,0,0,0,1.0,0.0,3
38238,1,0,1.0,0,1,0,7.0,0.0,3
24056,9,0,3.0,0,0,0,1.0,0.0,3
32180,1,0,2.0,0,1,0,3.0,0.0,3
14822,4,0,3.0,0,1,0,1.0,0.0,3
10817,0,1,2.0,0,1,0,1.0,0.0,3
41259,4,1,3.0,0,1,0,2.0,4.0,1
14544,2,0,3.0,0,1,0,4.0,0.0,3
36493,4,0,3.0,0,1,0,7.0,4.0,2
31978,0,0,2.0,0,1,0,2.0,0.0,3
6309,1,0,1.0,1,1,0,1.0,0.0,3
7604,1,0,1.0,1,0,0,1.0,0.0,3
44134,4,1,3.0,0,0,0,1.0,0.0,3
9529,5,1,1.0,0,0,0,2.0,0.0,3
43002,2,1,2.0,0,0,0,1.0,0.0,3
21060,4,0,3.0,0,0,0,2.0,0.0,3
2335,0,1,2.0,0,1,1,1.0,0.0,3
24365,0,0,2.0,0,0,0,1.0,0.0,3
36861,0,0,2.0,0,1,0,6.0,3.0,0
1769,1,2,2.0,0,1,0,1.0,0.0,3
15255,3,0,1.0,0,1,0,1.0,0.0,3
21477,4,2,3.0,0,1,0,6.0,0.0,3
30054,10,1,2.0,0,0,0,3.0,0.0,3
21014,4,0,3.0,0,1,1,2.0,0.0,3
32032,3,0,1.0,0,0,0,6.0,0.0,3
33647,9,1,3.0,0,1,0,3.0,0.0,3
28082,9,0,1.0,0,0,0,3.0,0.0,3
42358,9,0,2.0,0,0,0,1.0,0.0,3
44968,8,1,3.0,0,0,0,1.0,0.0,3
11537,3,0,1.0,0,0,0,1.0,0.0,3
41111,8,1,2.0,0,0,0,1.0,0.0,3
16337,1,0,2.0,0,0,0,1.0,0.0,3
2712,1,0,2.0,0,1,0,3.0,0.0,3
18290,0,0,3.0,0,0,0,5.0,0.0,3
32338,4,1,3.0,0,0,0,1.0,0.0,3
26716,0,1,2.0,0,1,0,3.0,0.0,3
36741,1,0,2.0,0,1,1,1.0,0.0,3
1200,1,1,1.0,0,1,0,3.0,0.0,3
24508,9,0,2.0,0,0,1,1.0,1.0,2
38764,9,1,2.0,0,1,1,5.0,0.0,3
41143,3,0,3.0,0,0,0,1.0,2.0,0
23555,5,0,2.0,0,0,0,8.0,0.0,3
25347,7,0,2.0,0,1,0,2.0,1.0,0
4299,4,1,3.0,0,1,0,2.0,0.0,3
45135,1,0,1.0,0,0,0,1.0,0.0,3
2993,4,2,2.0,0,1,0,1.0,0.0,3
8973,0,0,2.0,0,0,0,1.0,0.0,3
41165,9,1,3.0,0,0,0,2.0,0.0,3
21074,7,0,2.0,0,0,0,2.0,0.0,3
15960,7,0,2.0,0,0,0,1.0,0.0,3
8860,4,0,3.0,0,1,0,4.0,0.0,3
18969,7,0,2.0,0,0,0,1.0,0.0,3
10584,1,0,1.0,0,0,0,8.0,0.0,3
15235,6,0,3.0,0,1,0,3.0,0.0,3
23448,9,2,2.0,0,0,0,8.0,0.0,3
33812,0,0,2.0,0,1,0,2.0,0.0,3
21923,1,0,2.0,0,0,1,8.0,0.0,3
663,1,0,2.0,0,1,0,2.0,0.0,3
24679,9,0,2.0,0,0,0,2.0,0.0,3
33612,7,1,2.0,0,1,0,6.0,1.0,0
6393,1,1,3.0,0,0,0,2.0,0.0,3
24225,4,0,3.0,0,1,0,1.0,0.0,3
31114,5,2,1.0,0,0,0,1.0,0.0,3
33593,0,1,2.0,0,1,0,3.0,0.0,3
3233,7,2,2.0,0,1,1,1.0,0.0,3
22883,9,0,3.0,0,0,0,7.0,0.0,3
32390,0,1,2.0,0,1,0,2.0,0.0,3
24993,9,0,2.0,0,1,1,1.0,0.0,3
44206,0,0,2.0,0,0,0,8.0,0.0,3
35272,4,1,3.0,0,1,0,1.0,0.0,3
40929,10,0,2.0,0,0,0,1.0,5.0,0
12699,4,0,1.0,0,0,1,5.0,0.0,3
20704,3,0,1.0,0,0,0,2.0,0.0,3
17643,1,1,2.0,0,0,1,4.0,0.0,3
11699,1,1,2.0,0,0,0,1.0,0.0,3
21906,9,0,2.0,0,0,0,2.0,0.0,3
15673,3,0,2.0,0,1,0,1.0,0.0,3
15661,0,1,2.0,0,1,0,1.0,0.0,3
42175,6,0,3.0,0,0,0,1.0,2.0,0
28317,1,0,2.0,0,1,1,1.0,1.0,0
883,1,0,1.0,0,1,0,2.0,0.0,3
34156,10,1,2.0,0,0,0,1.0,0.0,3
2257,0,1,2.0,0,1,0,2.0,0.0,3
3918,1,0,2.0,0,1,1,2.0,0.0,3
40926,4,1,3.0,0,0,0,2.0,2.0,0
20093,3,0,2.0,0,0,0,4.0,0.0,3
34152,0,0,3.0,0,0,0,2.0,0.0,3
24473,1,0,2.0,0,1,1,1.0,2.0,0
4511,9,2,2.0,1,1,0,1.0,0.0,3
22543,9,2,2.0,0,0,0,3.0,0.0,3
5719,0,0,2.0,0,1,1,1.0,0.0,3
30794,4,0,3.0,0,1,0,2.0,0.0,3
39065,9,1,3.0,0,1,0,2.0,2.0,2
35695,10,2,2.0,0,1,0,2.0,1.0,0
9364,1,1,2.0,0,1,1,1.0,0.0,3
12457,3,0,1.0,0,0,0,3.0,0.0,3
45082,5,0,1.0,0,0,0,2.0,0.0,3
14766,9,0,2.0,0,1,0,3.0,0.0,3
23837,4,1,3.0,0,0,0,2.0,0.0,3
22674,9,0,2.0,0,0,0,6.0,0.0,3
8076,1,0,1.0,0,0,0,1.0,0.0,3
2250,4,1,3.0,0,0,0,1.0,0.0,3
43883,7,0,2.0,0,1,0,1.0,2.0,1
8266,0,1,2.0,0,1,0,2.0,0.0,3
36122,1,0,2.0,0,0,0,2.0,1.0,0
31069,5,2,2.0,0,0,0,3.0,0.0,3
22814,4,0,2.0,0,0,0,7.0,0.0,3
21861,7,0,2.0,0,0,0,2.0,0.0,3
29783,9,2,2.0,0,0,0,4.0,0.0,3
24483,4,0,3.0,0,1,0,1.0,0.0,3
17778,3,2,3.0,0,0,1,3.0,0.0,3
31033,4,0,2.0,0,1,1,1.0,1.0,0
40460,5,2,3.0,0,0,0,3.0,0.0,3
29645,1,1,2.0,0,0,0,2.0,0.0,3
45115,4,1,3.0,0,1,0,1.0,0.0,3
11455,0,0,2.0,0,1,0,6.0,0.0,3
41744,5,2,1.0,0,0,0,2.0,0.0,3
6401,4,0,3.0,0,1,1,3.0,0.0,3
39140,9,1,2.0,0,1,0,4.0,0.0,3
7115,2,0,3.0,1,1,1,1.0,0.0,3
23963,6,0,3.0,0,0,0,4.0,0.0,3
44943,3,0,3.0,0,0,0,1.0,0.0,3
40061,7,1,2.0,0,0,0,1.0,0.0,3
5551,9,0,3.0,0,0,0,2.0,0.0,3
25480,4,1,2.0,0,1,0,1.0,2.0,2
17442,2,0,3.0,0,0,0,6.0,0.0,3
43063,0,2,2.0,0,1,1,1.0,1.0,0
19703,7,0,2.0,0,1,1,5.0,0.0,3
37446,4,2,3.0,0,1,0,3.0,0.0,3
8561,4,1,3.0,0,1,0,3.0,0.0,3
40971,9,2,2.0,0,0,0,1.0,0.0,3
14656,1,0,2.0,0,0,1,2.0,0.0,3
44233,4,1,3.0,0,0,0,4.0,2.0,2
42003,4,1,3.0,0,0,1,1.0,0.0,3
21763,10,0,2.0,0,0,1,2.0,0.0,3
20132,5,0,2.0,0,0,0,2.0,0.0,3
18841,9,0,2.0,0,0,0,1.0,0.0,3
38839,4,0,3.0,0,1,0,6.0,5.0,0
30725,10,1,3.0,0,0,0,3.0,0.0,3
20721,4,0,3.0,0,1,0,2.0,0.0,3
37302,1,2,1.0,0,1,0,1.0,0.0,3
11995,9,0,2.0,0,1,1,2.0,0.0,3
15112,4,0,3.0,0,0,1,1.0,0.0,3
38961,1,0,2.0,0,1,0,3.0,0.0,3
5895,1,1,2.0,0,1,0,2.0,0.0,3
19157,9,0,3.0,0,0,0,2.0,0.0,3
39077,7,1,2.0,0,1,1,1.0,0.0,3
43755,9,1,3.0,0,0,0,1.0,0.0,3
15100,4,0,3.0,0,1,0,2.0,0.0,3
8693,9,0,2.0,0,1,1,3.0,0.0,3
25070,4,0,3.0,0,1,0,1.0,0.0,3
37692,9,1,2.0,0,1,0,1.0,0.0,3
19001,0,0,2.0,0,0,1,3.0,0.0,3
15942,0,0,2.0,0,0,0,8.0,0.0,3
22227,4,0,3.0,0,0,0,6.0,0.0,3
8203,5,0,2.0,0,0,1,3.0,0.0,3
6735,1,2,2.0,0,1,0,1.0,0.0,3
38093,1,0,2.0,0,1,0,2.0,4.0,0
15400,4,0,3.0,0,1,1,1.0,0.0,3
11825,4,0,3.0,0,0,1,2.0,0.0,3
8363,1,1,2.0,0,1,0,8.0,0.0,3
36879,1,0,1.0,0,1,0,4.0,0.0,3
39521,9,1,3.0,0,1,0,4.0,0.0,3
9637,9,0,2.0,0,1,0,3.0,0.0,3
37005,1,0,2.0,0,1,0,2.0,2.0,0
2328,1,0,1.0,0,0,0,4.0,0.0,3
5587,1,0,1.0,0,1,0,3.0,0.0,3
34131,4,0,3.0,0,1,0,2.0,0.0,3
29190,0,0,2.0,0,1,0,1.0,0.0,3
15576,1,1,2.0,0,0,1,6.0,0.0,3
24154,4,0,3.0,0,0,0,1.0,0.0,3
25667,4,0,2.0,0,1,0,1.0,0.0,3
32329,1,1,2.0,0,1,0,1.0,2.0,2
21148,11,0,2.0,0,0,0,2.0,0.0,3
2044,6,0,3.0,0,1,0,2.0,0.0,3
2409,7,0,2.0,1,1,0,1.0,0.0,3
32473,0,1,2.0,0,1,0,4.0,0.0,3
3467,0,1,2.0,0,0,0,3.0,0.0,3
10297,1,2,1.0,0,0,0,2.0,0.0,3
29851,8,1,2.0,0,0,0,2.0,0.0,3
11522,7,0,1.0,0,0,1,2.0,0.0,3
16027,1,1,2.0,0,0,0,16.0,0.0,3
7531,7,2,2.0,0,1,0,1.0,0.0,3
42602,9,1,2.0,0,0,1,1.0,1.0,1
26692,0,0,2.0,0,1,0,1.0,0.0,3
20902,4,0,3.0,0,0,0,6.0,0.0,3
7258,0,2,1.0,0,1,0,5.0,0.0,3
33382,4,2,3.0,0,1,1,1.0,0.0,3
2874,1,0,1.0,0,1,0,1.0,0.0,3
16326,4,1,2.0,0,0,0,8.0,0.0,3
7385,0,0,1.0,0,0,0,2.0,0.0,3
41890,4,0,2.0,0,1,1,3.0,3.0,0
29932,0,0,2.0,0,1,0,1.0,1.0,0
6843,1,1,2.0,0,1,0,1.0,0.0,3
6495,9,2,2.0,0,1,1,3.0,0.0,3
24515,11,1,2.0,0,0,0,1.0,0.0,3
41749,3,0,2.0,0,0,0,1.0,0.0,3
31113,7,1,3.0,0,0,0,1.0,0.0,3
7899,7,1,2.0,0,1,0,2.0,0.0,3
39653,4,0,3.0,0,1,0,2.0,0.0,3
30930,10,0,3.0,0,1,0,4.0,0.0,3
42290,0,0,2.0,0,0,0,1.0,2.0,0
13553,0,0,2.0,0,1,1,1.0,0.0,3
11738,3,2,1.0,0,0,0,1.0,0.0,3
13496,9,0,2.0,0,1,0,1.0,0.0,3
3335,5,0,3.0,0,1,0,1.0,0.0,3
36573,1,0,1.0,0,1,0,1.0,0.0,3
38338,1,1,2.0,0,1,1,1.0,0.0,3
3921,7,1,2.0,0,1,0,1.0,0.0,3
7078,1,1,1.0,0,1,0,2.0,0.0,3
33190,5,0,1.0,0,1,1,1.0,0.0,3
965,0,0,2.0,0,0,0,5.0,0.0,3
44909,9,0,3.0,0,0,0,2.0,0.0,3
12823,4,0,3.0,0,1,1,1.0,0.0,3
34988,2,0,3.0,0,1,1,1.0,2.0,0
6132,9,0,2.0,0,1,0,11.0,0.0,3
23797,9,2,2.0,0,0,0,12.0,0.0,3
27612,4,1,2.0,0,0,0,2.0,0.0,3
37026,4,2,3.0,0,1,0,1.0,0.0,3
31083,0,0,3.0,0,1,1,2.0,0.0,3
5600,1,0,2.0,0,1,0,2.0,0.0,3
35523,1,0,2.0,0,1,0,2.0,2.0,0
26976,4,0,3.0,0,0,0,1.0,0.0,3
30937,10,1,2.0,0,0,0,5.0,0.0,3
29525,10,0,2.0,0,0,0,3.0,0.0,3
21259,1,0,2.0,0,1,0,5.0,0.0,3
30003,10,0,2.0,0,1,0,2.0,0.0,3
3234,4,1,2.0,0,1,0,1.0,0.0,3
13658,0,0,2.0,0,1,1,1.0,0.0,3
41770,4,2,3.0,0,0,0,2.0,0.0,3
4515,2,0,3.0,0,1,0,3.0,0.0,3
30616,0,0,2.0,0,1,0,1.0,0.0,3
37474,9,2,2.0,0,1,0,2.0,4.0,0
8834,1,0,1.0,0,1,0,1.0,0.0,3
16182,1,0,2.0,0,0,1,2.0,0.0,3
14793,7,0,2.0,0,1,1,1.0,0.0,3
40630,4,2,3.0,0,0,0,2.0,2.0,1
10797,4,0,3.0,0,0,0,1.0,0.0,3
4540,1,0,1.0,0,1,0,2.0,0.0,3
27636,9,0,2.0,0,1,0,2.0,0.0,3
22492,4,0,3.0,0,0,0,12.0,0.0,3
37871,1,2,1.0,0,1,0,2.0,1.0,0
16808,6,0,3.0,0,1,0,5.0,0.0,3
36276,6,0,2.0,0,1,0,3.0,1.0,0
29089,1,0,2.0,0,1,1,1.0,3.0,2
21354,3,0,2.0,0,0,0,2.0,0.0,3
18980,9,1,3.0,0,1,0,3.0,0.0,3
3441,1,0,2.0,0,1,0,2.0,0.0,3
19234,9,0,2.0,0,0,0,2.0,0.0,3
44871,1,1,2.0,0,0,0,2.0,0.0,3
11508,9,1,2.0,0,1,1,10.0,0.0,3
39383,4,0,2.0,0,1,0,2.0,0.0,3
23375,4,2,3.0,0,0,0,4.0,0.0,3
12070,5,0,2.0,0,0,1,3.0,0.0,3
22791,9,0,3.0,0,0,0,7.0,0.0,3
18809,3,0,2.0,0,0,0,6.0,0.0,3
8965,11,0,3.0,0,0,0,1.0,0.0,3
35660,0,2,2.0,0,1,0,1.0,0.0,3
33521,7,2,2.0,0,1,0,7.0,5.0,0
8761,7,0,2.0,0,1,0,8.0,0.0,3
21389,1,0,2.0,0,0,0,2.0,0.0,3
3495,1,0,2.0,0,1,0,1.0,0.0,3
18202,6,0,3.0,0,0,0,5.0,0.0,3
42500,9,0,3.0,0,0,0,1.0,1.0,2
21551,4,0,3.0,0,1,1,2.0,0.0,3
14557,2,0,3.0,0,1,1,2.0,0.0,3
38804,1,0,1.0,0,1,0,6.0,0.0,3
12212,0,0,2.0,0,0,1,5.0,0.0,3
18714,9,0,2.0,0,1,0,10.0,0.0,3
10408,5,0,1.0,0,0,0,1.0,0.0,3
39485,2,0,1.0,0,0,0,1.0,0.0,3
6100,1,2,2.0,0,1,0,3.0,0.0,3
4736,8,1,2.0,0,1,0,6.0,0.0,3
2288,7,0,2.0,0,1,0,7.0,0.0,3
9103,1,0,2.0,0,1,0,1.0,0.0,3
4982,6,2,2.0,0,1,0,1.0,0.0,3
2834,9,0,2.0,0,1,0,1.0,0.0,3
7298,1,2,1.0,0,1,0,4.0,0.0,3
27106,4,0,3.0,0,1,0,1.0,0.0,3
14627,6,0,2.0,0,1,1,5.0,0.0,3
17799,7,0,3.0,0,1,0,5.0,0.0,3
10833,1,0,1.0,0,0,1,1.0,0.0,3
43456,10,1,1.0,0,0,0,3.0,0.0,3
32655,9,0,2.0,0,1,0,2.0,3.0,0
21568,9,1,2.0,0,0,0,2.0,0.0,3
22067,9,0,2.0,1,1,1,3.0,0.0,3
14752,7,0,2.0,0,1,0,2.0,0.0,3
1431,1,0,1.0,0,1,0,2.0,0.0,3
35560,1,0,2.0,0,1,0,3.0,2.0,0
12331,9,0,2.0,0,0,1,1.0,0.0,3
11173,4,1,3.0,0,0,0,1.0,0.0,3
30624,1,1,1.0,0,0,0,1.0,0.0,3
18174,9,0,3.0,0,0,0,3.0,0.0,3
15742,4,2,3.0,0,1,0,2.0,0.0,3
10277,9,1,2.0,0,1,0,8.0,0.0,3
1444,1,0,1.0,0,1,0,4.0,0.0,3
26005,1,0,2.0,0,1,0,2.0,0.0,3
4111,4,0,3.0,0,1,1,2.0,0.0,3
39094,0,1,2.0,0,1,0,1.0,1.0,2
17900,1,0,2.0,0,0,0,2.0,0.0,3
23828,4,0,3.0,0,0,0,7.0,0.0,3
20866,4,2,3.0,0,0,0,2.0,0.0,3
2689,1,0,1.0,0,1,0,2.0,0.0,3
8043,5,0,1.0,1,1,0,5.0,0.0,3
23398,4,1,3.0,0,0,0,6.0,0.0,3
16444,9,1,2.0,0,0,0,1.0,0.0,3
18681,1,0,2.0,0,0,0,4.0,0.0,3
16330,4,0,2.0,1,0,1,1.0,0.0,3
42219,7,0,2.0,0,0,0,1.0,5.0,0
3004,1,0,2.0,0,1,0,1.0,0.0,3
31545,1,1,2.0,0,0,0,1.0,0.0,3
21963,4,0,2.0,0,0,0,4.0,0.0,3
43403,9,1,3.0,0,0,0,1.0,0.0,3
1782,4,0,3.0,0,1,0,2.0,0.0,3
31805,1,0,1.0,0,1,0,2.0,0.0,3
30695,2,0,2.0,0,0,0,2.0,0.0,3
38499,9,1,2.0,0,1,0,2.0,0.0,3
39337,1,1,2.0,0,1,0,2.0,0.0,3
5486,1,1,2.0,0,1,1,2.0,0.0,3
15741,2,1,2.0,0,1,0,1.0,0.0,3
9266,1,0,2.0,0,1,0,3.0,0.0,3
35551,9,0,2.0,0,1,0,2.0,1.0,1
19849,4,0,3.0,0,0,0,2.0,0.0,3
34703,9,1,3.0,0,1,1,2.0,0.0,3
35430,1,2,2.0,0,1,1,3.0,4.0,2
28485,7,1,3.0,0,0,0,2.0,0.0,3
20919,9,1,3.0,0,0,0,3.0,0.0,3
6729,1,1,1.0,0,1,1,1.0,0.0,3
41148,4,1,3.0,0,0,0,2.0,0.0,3
4862,4,1,3.0,0,1,0,1.0,0.0,3
6812,2,0,2.0,0,1,1,5.0,0.0,3
21348,4,1,3.0,0,0,0,8.0,0.0,3
42885,7,0,3.0,0,0,0,1.0,1.0,2
14439,1,0,1.0,0,0,1,11.0,0.0,3
10692,6,0,3.0,0,1,1,30.0,0.0,3
23343,3,0,1.0,0,0,0,15.0,0.0,3
40980,0,0,2.0,0,0,0,2.0,0.0,3
11271,4,2,3.0,0,1,0,4.0,0.0,3
8087,1,1,2.0,0,1,0,1.0,0.0,3
